product_id	review_id	star_rating	distance_original	distance_opposite	distance_adjusted	similarity_score	product_similarity_score	product_title	review_body
B00CGW7TMW	RGFGGZLC25YDR	5.0	0.11696106	0.24084836	0.11696106195449829	0.036968347199265006	0.036968347199265006	Blooms - Women Polyurethane Leather High Waist Ankle Length Footless Pantyhose Legging Tight Pant Small Medium Large (Medium, Reflective Black.)	I love these leggings, I have two of the shiny black, pink, turquoise, and red and plan on buying more soon. They fit great, for me I bought them in my normal size and they fit perfect, not too small at all. I love high waisted pants and crop tops, and I love wearing things not everyone else does :) if you like to be unique, and if you like showing off your figure buy these you won't regret it!
B003ILKDDW	R1XG4RK5KU1E51	5.0	0.11414957	0.26282126	0.11414957046508789	0.060117549597371034	0.03439621359947546	American Apparel Women Cotton Spandex Jersey High-Waist Leggings	The best yoga leggings!  Great fit, and the high waist keeps you covered!
B003ILKDDW	RA6FTGMNH91Y5	5.0	0.116707444	0.26470643	0.116707444190979	0.039056580068393965	0.03439621359947546	American Apparel Women Cotton Spandex Jersey High-Waist Leggings	these are so awesome they hold you in while you are working out and it makes you feel better about yourself!
B003ILKDDW	R14E6RM8SRK67I	5.0	0.120963335	0.24764514	0.12096333503723145	0.00401451113266138	0.03439621359947546	American Apparel Women Cotton Spandex Jersey High-Waist Leggings	Very fit, i usually wear XL but only L was available. They definitely are really snug but kept they're shape after first use.
B00QTLUVJE	R2IZSY7AWQKZBD	5.0	0.11728954	0.26816207	0.11728954315185547	0.03426370528580569	0.03426370528580569	Champion Women's Absolute Workout Legging	These workout tights are not see-through like many other workout tights, which I greatly appreciate. They are comfortable and flattering. The print is a tad darker than what is pictured in the photo, but still look great.
B00L2EQFGG	R3FTF4WND30VNA	4.0	0.11746365	0.25512004	0.11746364831924438	0.03283016164051178	0.03283016164051178	Ragstock Women's Cotton Blend Camo Leggings	Overall, good leggings. Material could be slightly thicker for durability. Waist fits nicely.
B00559VSZM	R3FHG201OXW4DJ	5.0	0.11756837	0.24423212	0.11756837368011475	0.03196787605859419	0.03196787605859419	Lysse Women's Basic Cotton-Blend Capri	I love these! The fit was perfect. Love that the waist is high. And slims you. I got the black and white. The white is not sheer, nothing shows. Will buy again in another color. Best leggings I've ever had.
B00NGS6OY4	R3FBTHCBI08OHO	5.0	0.11772454	0.25544393	0.11772453784942627	0.030682054644465495	0.030682054644465495	iLoveSIA Women's Tight Ankle Capri Cropped Legging	These are terrific! The fabric is heavy and holds its shape all day.  You don't have to worry about them falling down after a few hours, or showing every single little bump on your body.  I also bought the ones with the colored waistband and stripe down the side and they are nothing like these. Their fabric is thin and stretches out very fast. These are so much nicer!I wish they had more colors, such as navy, purple, even brown. Black and gray are not the only colors we wear people!
B00NSS3W9M	RJ5MF50GLOXUW	4.0	0.11773646	0.2673726	0.11773645877838135	0.03058390033804348	0.03058390033804348	iLoveSIA Women's Tight Ankle Capri Cropped Legging	Very nice workout pants that wash well - cold water & line dry. No fading!
B00RQ4VO3A	R2EWJJ47QO99JK	4.0	0.11800754	0.23326182	0.11800754070281982	0.02835187141000628	0.02835187141000628	Forever Womens Work Out Print Side Text Stretchy Leggings Trousers	These are thin cotton, not completely see through but definitely not for vigorous activities such as biking or running.
